"","URL","Industry"
"353","https://www.proff.dk/firma/clinical-microbiomics-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0M5ZCAI0225/","Biotechnology"
"354","https://www.proff.dk/firma/selskabet-af-27.-juni-1997-aps/ansager/bioteknologi/0C13X8I0225/","Biotechnology"
"3551","https://www.proff.dk/firma/embark-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0NAGPAI0225/","Biotechnology"
"356","https://www.proff.dk/firma/alphalyse-as/odense-m/bioteknologi/0FXFEWI0225/","Biotechnology"
"357","https://www.proff.dk/firma/ampliqon-as/odense-m/bioteknologi/0FPLSZI0225/","Biotechnology"
"358","https://www.proff.dk/firma/eurofins-genomics-denmark-as/galten/bioteknologi/0M7T1OI0225/","Biotechnology"
"359","https://www.proff.dk/firma/bioporto-as/hellerup/bioteknologi/0AF3BXI0225/","Biotechnology"
"360","https://www.proff.dk/firma/cysbio-aps/h%C3%B8rsholm/bioteknologi/0NZ540I0225/","Biotechnology"
"361","https://www.proff.dk/firma/fida-biosystems-aps/s%C3%B8borg/bioteknologi/0KNHBYI0225/","Biotechnology"
"362","https://www.proff.dk/firma/sanos-as/herlev/bioteknologi/0G2NQLI0225/","Biotechnology"
"363","https://www.proff.dk/firma/grundfos-biobooster-as/lang%C3%A5/bioteknologi/0HDRHTI0225/","Biotechnology"
"364","https://www.proff.dk/firma/bioxpedia-as/aarhus-n/bioteknologi/0MSIH0I0225/","Biotechnology"
"365","https://www.proff.dk/firma/inmold-as/h%C3%B8rsholm/bioteknologi/0I7TG2I0225/","Biotechnology"
"366","https://www.proff.dk/firma/visiana-aps/h%C3%B8rsholm/bioteknologi/0IT43AI0225/","Biotechnology"
"367","https://www.proff.dk/firma/galecto-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0KRKBII0225/","Biotechnology"
"368","https://www.proff.dk/firma/immunitrack-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0J9BT0I0225/","Biotechnology"
"369","https://www.proff.dk/firma/civi-biopharma-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0MN2FMI0225/","Biotechnology"
"370","https://www.proff.dk/firma/biovantage.dk-aps/k%C3%B8benhavn-k/bioteknologi/0LQAGGI0225/","Biotechnology"
"371","https://www.proff.dk/firma/aquaporin-as/kgs.-lyngby/bioteknologi/0GUWJ2I0225/","Biotechnology"
"372","https://www.proff.dk/firma/qlife-aps/ballerup/bioteknologi/0NSYITI0225/","Biotechnology"
"3731","https://www.proff.dk/firma/tag-copenhagen-as/frederiksberg/bioteknologi/0CCU83I0225/","Biotechnology"
"374","https://www.proff.dk/firma/artisan-research-labs-aps/k%C3%B8benhavn-n/bioteknologi/0O5HEJI0225/","Biotechnology"
"375","https://www.proff.dk/firma/2curex-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0HIJRCI0225/","Biotechnology"
"376","https://www.proff.dk/firma/hoba-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0MRFCYI0225/","Biotechnology"
"377","https://www.proff.dk/firma/zentexia-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O6UTYI0225/","Biotechnology"
"378","https://www.proff.dk/firma/pancryos-aps/k%C3%B8benhavn-n/bioteknologi/0N8BZXI0225/","Biotechnology"
"379","https://www.proff.dk/firma/biosynergy-as/svendborg/bioteknologi/0FVIQ5I0225/","Biotechnology"
"380","https://www.proff.dk/firma/omiics-aps/aarhus-n/bioteknologi/0NNLO7I0225/","Biotechnology"
"381","https://www.proff.dk/firma/unseen-biometrics-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NUC55I0225/","Biotechnology"
"382","https://www.proff.dk/firma/silmeco-aps/k%C3%B8benhavn-sv/bioteknologi/0J943AI0225/","Biotechnology"
"383","https://www.proff.dk/firma/avp-biopharma-consult-aps/virum/bioteknologi/0MHJUII0225/","Biotechnology"
"384","https://www.proff.dk/firma/hoejmark-group-as/lem-st/bioteknologi/08HTO9I0225/","Biotechnology"
"385","https://www.proff.dk/firma/save-stemcell-center-aps/slagelse/bioteknologi/0NRYWNI0225/","Biotechnology"
"386","https://www.proff.dk/firma/pharma-evidence-aps/farum/bioteknologi/0KLB4NI0225/","Biotechnology"
"387","https://www.proff.dk/firma/re-energy-properties-as/r%C3%B8dovre/bioteknologi/0IE9V7I0225/","Biotechnology"
"388","https://www.proff.dk/firma/me-ta-aps/kongens-lyngby/bioteknologi/0M6QEHI0225/","Biotechnology"
"389","https://www.proff.dk/firma/biomediq-as/drag%C3%B8r/bioteknologi/0IK88RI0225/","Biotechnology"
"390","https://www.proff.dk/firma/consibio-aps/risskov/bioteknologi/0N5HGCI0225/","Biotechnology"
"391","https://www.proff.dk/firma/c-aps/hellerup/bioteknologi/0MALFQI0225/","Biotechnology"
"392","https://www.proff.dk/firma/greatop-science-technology-development-denmark-aps/nyborg/bioteknologi/0LCN0LI0225/","Biotechnology"
"393","https://www.proff.dk/firma/dianox-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O5C2DI0225/","Biotechnology"
"394","https://www.proff.dk/firma/octarine-bio-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQA3OI0225/","Biotechnology"
"395","https://www.proff.dk/firma/prediagnose-aps/karlslunde/bioteknologi/0MYJ82I0225/","Biotechnology"
"396","https://www.proff.dk/firma/torleif-science-aps/br%C3%B8nsh%C3%B8j/bioteknologi/0OPY2DI0225/","Biotechnology"
"397","https://www.proff.dk/firma/ribotask-aps/odense-s%C3%B8/bioteknologi/0HQI3JI0225/","Biotechnology"
"398","https://www.proff.dk/firma/c4pain-aps/aalborg/bioteknologi/0J84Z6I0225/","Biotechnology"
"399","https://www.proff.dk/firma/mt-microsearch-aps/k%C3%B8benhavn-n/bioteknologi/0MIGHMI0225/","Biotechnology"
"400","https://www.proff.dk/firma/medbroker-aps/gadstrup/bioteknologi/0IZK7GI0225/","Biotechnology"
"401","https://www.proff.dk/firma/plastisens-aps/k%C3%B8benhavn-k/bioteknologi/0LGWT8I0225/","Biotechnology"
"402","https://www.proff.dk/firma/casad-associates-aps/frederiksberg-c/bioteknologi/0LFZYCI0225/","Biotechnology"
"403","https://www.proff.dk/firma/curo-diagnostics-aps/bagsv%C3%A6rd/bioteknologi/0K7W4LI0225/","Biotechnology"
"404","https://www.proff.dk/firma/eegtraining-nord-aps/vestbjerg/bioteknologi/0MKS21I0225/","Biotechnology"
"405","https://www.proff.dk/firma/stradevo-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0KS107I0225/","Biotechnology"
"406","https://www.proff.dk/firma/holm-christensen-biosystemer-aps/%C3%A5lsg%C3%A5rde/bioteknologi/0Y98E8I0225/","Biotechnology"
"407","https://www.proff.dk/firma/entomass-aps/l%C3%B8kken/bioteknologi/0N9GZ4I0225/","Biotechnology"
"408","https://www.proff.dk/firma/jkastrup.aps/birker%C3%B8d/bioteknologi/0NG91YI0225/","Biotechnology"
"409","https://www.proff.dk/firma/biogenity-aps/aalborg-%C3%B8st/bioteknologi/0NKWWDI0225/","Biotechnology"
"410","https://www.proff.dk/firma/suresh-rattan-aps/aarhus-n/bioteknologi/0O2MB3I0225/","Biotechnology"
"411","https://www.proff.dk/firma/bylykke-aps/aalborg/bioteknologi/0KLHFII0225/","Biotechnology"
"412","https://www.proff.dk/firma/future-energy-technologies-aps/struer/bioteknologi/0KJ8KAI0225/","Biotechnology"
"413","https://www.proff.dk/firma/camilla-gustafsen-holding-aps/aarhus-c/bioteknologi/0MY60VI0225/","Biotechnology"
"414","https://www.proff.dk/firma/mhj-research-aps/hellerup/bioteknologi/0OMM8SI0225/","Biotechnology"
"415","https://www.proff.dk/firma/vitrox-aps/risskov/bioteknologi/05Z2WXI0225/","Biotechnology"
"416","https://www.proff.dk/firma/l-folkersen-holding-aps/kongens-lyngby/bioteknologi/0MKQC6I0225/","Biotechnology"
"417","https://www.proff.dk/firma/bacticon-aps/kgs.-lyngby/bioteknologi/0L2WYZI0225/","Biotechnology"
"418","https://www.proff.dk/firma/kriska-biotech-aps/gedsted/bioteknologi/0MDQ5FI0225/","Biotechnology"
"419","https://www.proff.dk/firma/mosspiration-biotech-aps/h%C3%B8rsholm/bioteknologi/0M9X7UI0225/","Biotechnology"
"420","https://www.proff.dk/firma/redo-neurosystems-aps/aalborg-%C3%B8st/bioteknologi/0OSZWLI0225/","Biotechnology"
"421","https://www.proff.dk/firma/ava-genomics-consultancy-aps/skovlunde/bioteknologi/0MBMB2I0225/","Biotechnology"
"422","https://www.proff.dk/firma/isanans-pharma-aps/frederiksberg/bioteknologi/0NOVF5I0225/","Biotechnology"
"423","https://www.proff.dk/firma/henrik-wendler-coaching-aps/k%C3%B8benhavn-v/bioteknologi/0KO3GWI0225/","Biotechnology"
"424","https://www.proff.dk/firma/venomaid-diagnostics-aps/kongens-lyngby/bioteknologi/0NSXNXI0225/","Biotechnology"
"425","https://www.proff.dk/firma/geco-aps/kongens-lyngby/bioteknologi/0M7H1LI0225/","Biotechnology"
"426","https://www.proff.dk/firma/pond-textile-as/aarhus-c/bioteknologi/0NID9JI0225/","Biotechnology"
"427","https://www.proff.dk/firma/lophora-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQKOPI0225/","Biotechnology"
"428","https://www.proff.dk/firma/curasight-as/k%C3%B8benhavn-n/bioteknologi/0KZILPI0225/","Biotechnology"
"429","https://www.proff.dk/firma/cirqle-biomedical-contraception-aps/k%C3%B8benhavn-n/bioteknologi/0NQGMHI0225/","Biotechnology"
"430","https://www.proff.dk/firma/oncoral-pharma-aps/kongens-lyngby/bioteknologi/0L4HHAI0225/","Biotechnology"
"431","https://www.proff.dk/firma/stemmedical-as/s%C3%B8borg/bioteknologi/0LCG7CI0225/","Biotechnology"
"432","https://www.proff.dk/firma/pokeacell-aps/k%C3%B8benhavn-n/bioteknologi/0OHFRLI0225/","Biotechnology"
"433","https://www.proff.dk/firma/avilex-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0KRYKCI0225/","Biotechnology"
"434","https://www.proff.dk/firma/stipe-therapeutics-aps/aarhus-c/bioteknologi/0NMPWNI0225/","Biotechnology"
"435","https://www.proff.dk/firma/blue-cell-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NSY0AI0225/","Biotechnology"
"436","https://www.proff.dk/firma/inprother-aps/k%C3%B8benhavn-n/bioteknologi/0K827EI0225/","Biotechnology"
"437","https://www.proff.dk/firma/xcelcyte-as/h%C3%B8rsholm/bioteknologi/0OORHUI0225/","Biotechnology"
"438","https://www.proff.dk/firma/ok-biotech-aps/eg%C3%A5/bioteknologi/0BZLKLI0225/","Biotechnology"
"439","https://www.proff.dk/firma/fenucure-medical-aps/kongens-lyngby/bioteknologi/0GYKLZI0225/","Biotechnology"
"440","https://www.proff.dk/firma/teitur-trophics-aps/hjortsh%C3%B8j/bioteknologi/0OG0W7I0225/","Biotechnology"
"441","https://www.proff.dk/firma/chreto-aps/v%C3%A6rl%C3%B8se/bioteknologi/0JVHUII0225/","Biotechnology"
"442","https://www.proff.dk/firma/swedish-biomimetics-3000-aps/k%C3%B8benhavn-k/bioteknologi/0ORLN9I0225/","Biotechnology"
"443","https://www.proff.dk/firma/aimvion-as/k%C3%B8benhavn-n/bioteknologi/0M3MGAI0225/","Biotechnology"
"444","https://www.proff.dk/firma/lactobio-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0N5I2II0225/","Biotechnology"
"445","https://www.proff.dk/firma/ankrin-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NOT5TI0225/","Biotechnology"
"446","https://www.proff.dk/firma/biovices-ipr-holding-aps/k%C3%B8benhavn-k/bioteknologi/0O7CZKI0225/","Biotechnology"
"447","https://www.proff.dk/firma/asarina-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0MX3HCI0225/","Biotechnology"
"448","https://www.proff.dk/firma/cbio-as/s%C3%B8borg/bioteknologi/0NXZCYI0225/","Biotechnology"
"449","https://www.proff.dk/firma/selma-diagnostics-aps/k%C3%B8benhavn-n/bioteknologi/0M07KWI0225/","Biotechnology"
"450","https://www.proff.dk/firma/biophero-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0MOTCSI0225/","Biotechnology"
"451","https://www.proff.dk/firma/azebiotics-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O44BXI0225/","Biotechnology"
"452","https://www.proff.dk/firma/buhl-krone-holding-aps/farum/bioteknologi/0F81QDI0225/","Biotechnology"
"453","https://www.proff.dk/firma/orbit-project-aps/k%C3%B8benhavn-k/bioteknologi/0OIWUMI0225/","Biotechnology"
"454","https://www.proff.dk/firma/pephexia-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0OLM3SI0225/","Biotechnology"
"455","https://www.proff.dk/firma/qntm-labs-aps/odense-s%C3%B8/bioteknologi/0OJGR3I0225/","Biotechnology"
"456","https://www.proff.dk/firma/diet4life-aps/hammel/bioteknologi/0KVCDVI0225/","Biotechnology"
"457","https://www.proff.dk/firma/liplasome-pharma-aps/vejle/bioteknologi/0HIR6QI0225/","Biotechnology"
"458","https://www.proff.dk/firma/tech-2-art-as/svendborg/bioteknologi/0M2M2II0225/","Biotechnology"
"459","https://www.proff.dk/firma/legomics-aps/k%C3%B8benhavn-nv/bioteknologi/0LD9ODI0225/","Biotechnology"
"460","https://www.proff.dk/firma/evolva-biotech-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0F7916I0225/","Biotechnology"
"461","https://www.proff.dk/firma/therazone-aps/drag%C3%B8r/bioteknologi/0G86JAI0225/","Biotechnology"
"462","https://www.proff.dk/firma/skandinavisk-cryo-teknik-aps/them/bioteknologi/0NOPXLI0225/","Biotechnology"
"463","https://www.proff.dk/firma/bio-bond-aps/aarhus-c/bioteknologi/0M50LGI0225/","Biotechnology"
"4641","https://www.proff.dk/firma/unibio-russia-aps/roskilde/bioteknologi/0MATC8I0225/","Biotechnology"
"465","https://www.proff.dk/firma/cellugy-aps/aarhus-v/bioteknologi/0NHUELI0225/","Biotechnology"
"466","https://www.proff.dk/firma/7tm-as/h%C3%B8rsholm/bioteknologi/0EY5UZI0225/","Biotechnology"
"467","https://www.proff.dk/firma/estibio-aps/ballerup/bioteknologi/0HE3V3I0225/","Biotechnology"
"468","https://www.proff.dk/firma/biogalacid-aps/str%C3%B8by/bioteknologi/0KZ7ZZI0225/","Biotechnology"
"469","https://www.proff.dk/firma/pixiegene-as/k%C3%B8benhavn-v/bioteknologi/0HRRHJI0225/","Biotechnology"
"470","https://www.proff.dk/firma/eurofins-safer-at-work-nordics-as/galten/bioteknologi/0IX5VXI0225/","Biotechnology"
"471","https://www.proff.dk/firma/hhc-medical-aps/hiller%C3%B8d/bioteknologi/0O8UE4I0225/","Biotechnology"
"472","https://www.proff.dk/firma/bio-y-as/helsing%C3%B8r/bioteknologi/0F6PY0I0225/","Biotechnology"
"473","https://www.proff.dk/firma/minigut-aps/h%C3%B8rsholm/bioteknologi/0OJI8ZI0225/","Biotechnology"
"474","https://www.proff.dk/firma/dm-consulting-aps/snekkersten/bioteknologi/0J3EJBI0225/","Biotechnology"
"475","https://www.proff.dk/firma/c5-technologies-aps/ballerup/bioteknologi/0JG8B8I0225/","Biotechnology"
"476","https://www.proff.dk/firma/aesculus-bio-aps/k%C3%B8benhavn-n/bioteknologi/0O5CYQI0225/","Biotechnology"
"477","https://www.proff.dk/firma/unibio-ksa-aps/roskilde/bioteknologi/0O9ODCI0225/","Biotechnology"
"478","https://www.proff.dk/firma/beatsco2-aps/charlottenlund/bioteknologi/0ONTLYI0225/","Biotechnology"
"479","https://www.proff.dk/firma/genym-investment-group-aps/farum/bioteknologi/0N11CII0225/","Biotechnology"
"480","https://www.proff.dk/firma/mlmc-therapeutics-aps/k%C3%B8benhavn-s/bioteknologi/0OKQ2GI0225/","Biotechnology"
"481","https://www.proff.dk/firma/bpbd-consult-aps/frederiksberg/bioteknologi/0HIC16I0225/","Biotechnology"
"482","https://www.proff.dk/firma/m-field-energy-aps/hobro/bioteknologi/0LO8RZI0225/","Biotechnology"
"483","https://www.proff.dk/firma/peder-s%C3%B8ndergaard-madsen-holding-aps/risskov/bioteknologi/0MY65TI0225/","Biotechnology"
"484","https://www.proff.dk/firma/riid-ivs/helleb%C3%A6k/bioteknologi/0NT2J5I0225/","Biotechnology"
"485","https://www.proff.dk/firma/hat_cph_holding-aps/stenl%C3%B8se/bioteknologi/0OHVHAI0225/","Biotechnology"
"4861","https://www.proff.dk/firma/martech-aps/odense-c/bioteknologi/0K5UYKI0225/","Biotechnology"
"487","https://www.proff.dk/firma/lindhardt-holdings-aps/haslev/bioteknologi/0NFKS5I0225/","Biotechnology"
"488","https://www.proff.dk/firma/andstats-ii-aps/frederiksberg/bioteknologi/0PBKHQI0225/","Biotechnology"
"489","https://www.proff.dk/firma/jensen-bioconsult-aps/br%C3%B8nsh%C3%B8j/bioteknologi/0L8JIZI0225/","Biotechnology"
"490","https://www.proff.dk/firma/covitest-aps/k%C3%B8benhavn-n/bioteknologi/0OKUMYI0225/","Biotechnology"
"491","https://www.proff.dk/firma/asml-holding-aps/odense-s/bioteknologi/0HL49MI0225/","Biotechnology"
"492","https://www.proff.dk/firma/peter-holst-consulting-aps/s%C3%B8borg/bioteknologi/0K7ZZZI0225/","Biotechnology"
"493","https://www.proff.dk/firma/krystof-holding-aps/odense-s/bioteknologi/0L8JWBI0225/","Biotechnology"
"494","https://www.proff.dk/firma/trt-innovations-aps/k%C3%B8benhavn-n/bioteknologi/0LRBQZI0225/","Biotechnology"
"495","https://www.proff.dk/firma/wexotec-aps/charlottenlund/bioteknologi/0FNQ3HI0225/","Biotechnology"
"496","https://www.proff.dk/firma/kj-export-aps/hinnerup/bioteknologi/0H953RI0225/","Biotechnology"
"497","https://www.proff.dk/firma/angio-aps/klampenborg/bioteknologi/0J0LE3I0225/","Biotechnology"
"498","https://www.proff.dk/firma/blue-healthcare-investments-aps/vedb%C3%A6k/bioteknologi/0LUAVZI0225/","Biotechnology"
"499","https://www.proff.dk/firma/agrofertil-international-aps/horslunde/bioteknologi/0MU5Y0I0225/","Biotechnology"
"500","https://www.proff.dk/firma/asqariholding-aps/virum/bioteknologi/0NY14ZI0225/","Biotechnology"
"501","https://www.proff.dk/firma/aquaporin-as/kongens-lyngby/bioteknologi/GPY2YBI0225/","Biotechnology"
"502","https://www.proff.dk/firma/immudex-aps/virum/bioteknologi/GRWHACI0225/","Biotechnology"
"503","https://www.proff.dk/firma/gubra-aps/h%C3%B8rsholm/bioteknologi/GS6M66I0225/","Biotechnology"
"504","https://www.proff.dk/firma/eurofins-safer-at-work-nordics-as/galten/bioteknologi/GS7OXVI0225/","Biotechnology"
"505","https://www.proff.dk/firma/lifescience-consulting-vmorten-heide/kongens-lyngby/bioteknologi/GS8IZNI0225/","Biotechnology"
"506","https://www.proff.dk/firma/w2ge-aps-under-konkurs/ish%C3%B8j/bioteknologi/GSPYZ3I0225/","Biotechnology"
"507","https://www.proff.dk/firma/biomodics-aps/kongens-lyngby/bioteknologi/GSWSCFI0225/","Biotechnology"
"508","https://www.proff.dk/firma/inbicon-kalundborg/kalundborg/bioteknologi/GT2KH3I0225/","Biotechnology"
"509","https://www.proff.dk/firma/inbicon-gentofte/gentofte/bioteknologi/GT2KHBI0225/","Biotechnology"
"510","https://www.proff.dk/firma/bylykke-aps/aalborg/bioteknologi/GTXP6GI0225/","Biotechnology"
"511","https://www.proff.dk/firma/sime-diagnostics-aps/kongens-lyngby/bioteknologi/GTZP2UI0225/","Biotechnology"
"512","https://www.proff.dk/firma/videncenter-for-rehabilitering-og-palliation/nyborg/bioteknologi/GU61NSI0225/","Biotechnology"
"513","https://www.proff.dk/firma/grundfos-biobooster-as/lang%C3%A5/bioteknologi/GUEV4FI0225/","Biotechnology"
"514","https://www.proff.dk/firma/bacticon-aps/kongens-lyngby/bioteknologi/GUHHCPI0225/","Biotechnology"
"515","https://www.proff.dk/firma/gr%C3%B8nland-cas/k%C3%B8benhavn-v/bioteknologi/GUKM43I0225/","Biotechnology"
"516","https://www.proff.dk/firma/origio-as/%C3%B8lstykke/bioteknologi/GUM0YHI0225/","Biotechnology"
"517","https://www.proff.dk/firma/inbicon-sk%C3%A6rb%C3%A6k/fredericia/bioteknologi/GURYAGI0225/","Biotechnology"
"518","https://www.proff.dk/firma/symphogen-as/ballerup/bioteknologi/GUVKM3I0225/","Biotechnology"
"519","https://www.proff.dk/firma/wellflower-bio-ivs-under-konkurs/humleb%C3%A6k/bioteknologi/GV9A9XI0225/","Biotechnology"
"520","https://www.proff.dk/firma/v-biotek-aps/havdrup/bioteknologi/GVAJV7I0225/","Biotechnology"
"521","https://www.proff.dk/firma/pond-as/aarhus-c/bioteknologi/GVHTYHI0225/","Biotechnology"
"522","https://www.proff.dk/firma/aros-applied-biotechnology-as/galten/bioteknologi/GVQD9VI0225/","Biotechnology"
"523","https://www.proff.dk/firma/innova/k%C3%B8benhavn-n/bioteknologi/GVSJ5TI0225/","Biotechnology"
"524","https://www.proff.dk/firma/tychobio-ivs-under-tvangsopl%C3%B8sning/k%C3%B8benhavn-%C3%B8/bioteknologi/GVSWRJI0225/","Biotechnology"
"525","https://www.proff.dk/firma/gubra-aps/h%C3%B8rsholm/bioteknologi/GVYV4ZI0225/","Biotechnology"
"526","https://www.proff.dk/firma/acutiz-aps/risskov/bioteknologi/GXXY44I0225/","Biotechnology"
"527","https://www.proff.dk/firma/betamab-aps-i-likvidation/humleb%C3%A6k/bioteknologi/GXYI9RI0225/","Biotechnology"
"528","https://www.proff.dk/firma/eyevi-ivs-under-konkurs/vanl%C3%B8se/bioteknologi/GXZGJ1I0225/","Biotechnology"
"529","https://www.proff.dk/firma/immunaware-ku/k%C3%B8benhavn-n/bioteknologi/GY87BII0225/","Biotechnology"
"530","https://www.proff.dk/firma/zealand-pharma-as/glostrup/bioteknologi/GYANZBI0225/","Biotechnology"
"531","https://www.proff.dk/firma/calpro-as/herlev/bioteknologi/GYF199I0225/","Biotechnology"
"532","https://www.proff.dk/firma/enduro-genetics-aps/k%C3%B8benhavn-n/bioteknologi/GYF2E9I0225/","Biotechnology"
"533","https://www.proff.dk/firma/genxtract-aps-under-konkurs/aarhus-v/bioteknologi/GYHF1FI0225/","Biotechnology"
"534","https://www.proff.dk/firma/bii/k%C3%B8benhavn-n/bioteknologi/GYJASTI0225/","Biotechnology"
"535","https://www.proff.dk/firma/au-lab/aarhus-c/bioteknologi/GYJATSI0225/","Biotechnology"
"536","https://www.proff.dk/firma/sanos-as-vejle/vejle/bioteknologi/GYK5Q8I0225/","Biotechnology"
"537","https://www.proff.dk/firma/sanos-as-gandrup/gandrup/bioteknologi/GYK5QGI0225/","Biotechnology"
"538","https://www.proff.dk/firma/muna-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/GYKOQTI0225/","Biotechnology"
"539","https://www.proff.dk/firma/kalundborg/kalundborg/bioteknologi/GYON15I0225/","Biotechnology"
"540","https://www.proff.dk/firma/celvivo-aps/odense-s%C3%B8/bioteknologi/GYPCUKI0225/","Biotechnology"
"541","https://www.proff.dk/firma/rkkp/aarhus-n/bioteknologi/GYQUHEI0225/","Biotechnology"
"542","https://www.proff.dk/firma/qlife-aps-symbion/k%C3%B8benhavn-%C3%B8/bioteknologi/GYS6TYI0225/","Biotechnology"
"543","https://www.proff.dk/firma/qlife-aps-randers/randers-sv/bioteknologi/GYVE3MI0225/","Biotechnology"
"544","https://www.proff.dk/firma/2n-pharma-aps/k%C3%B8benhavn-n/bioteknologi/GYWSHXI0225/","Biotechnology"
"545","https://www.proff.dk/firma/eurofins-genomics-europe-genotyping-screening/aarhus-n/bioteknologi/GYYSIJI0225/","Biotechnology"
"546","https://www.proff.dk/firma/celvivo-aps-v%C3%A6rl%C3%B8se/v%C3%A6rl%C3%B8se/bioteknologi/GYZ1FMI0225/","Biotechnology"
"547","https://www.proff.dk/firma/enduro-genetics-aps/kongens-lyngby/bioteknologi/GZ0F4NI0225/","Biotechnology"
"548","https://www.proff.dk/firma/consibio/g%C3%B8rlev/bioteknologi/GZ1U7KI0225/","Biotechnology"
"549","https://www.proff.dk/firma/pentabase-esbjerg/esbjerg/bioteknologi/GZ3MSOI0225/","Biotechnology"
"550","https://www.proff.dk/firma/pentabase-aarhus/tilst/bioteknologi/GZ4RDHI0225/","Biotechnology"
"551","https://www.proff.dk/firma/pentabase-kalundborg/kalundborg/bioteknologi/GZZPIDI0225/","Biotechnology"
"552","https://www.proff.dk/firma/symphogen-as/ballerup/bioteknologi/05YMABI0225/","Biotechnology"
"553","https://www.proff.dk/firma/affitech-as/k%C3%B8benhavn-n/bioteknologi/08NLVOI0225/","Biotechnology"
"554","https://www.proff.dk/firma/iso-d/risskov/bioteknologi/0A0QSFI0225/","Biotechnology"
"555","https://www.proff.dk/firma/medakto/hellerup/bioteknologi/0AL4WWI0225/","Biotechnology"
"556","https://www.proff.dk/firma/stratesis-vpeter-kaastrup/veks%C3%B8-sj%C3%A6lland/bioteknologi/0CI5GZI0225/","Biotechnology"
"557","https://www.proff.dk/firma/nuevolution-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0FHWNGI0225/","Biotechnology"
"558","https://www.proff.dk/firma/aqualife-as/hellerup/bioteknologi/0FIIZFI0225/","Biotechnology"
"559","https://www.proff.dk/firma/karen-lise-krabbe-v-karen-krabbe/aarhus-c/bioteknologi/0FMSYGI0225/","Biotechnology"
"560","https://www.proff.dk/firma/photocure-asa/herlev/bioteknologi/0FRLN0I0225/","Biotechnology"
"561","https://www.proff.dk/firma/koncept-vfl-dyremose/k%C3%B8ge/bioteknologi/0G3J22I0225/","Biotechnology"
"562","https://www.proff.dk/firma/konstruktionsfirmaet-af-20-april-2008-vove-hededam/morud/bioteknologi/0G4FR9I0225/","Biotechnology"
"563","https://www.proff.dk/firma/from-consult/v%C3%A6rl%C3%B8se/bioteknologi/0GEPU0I0225/","Biotechnology"
"564","https://www.proff.dk/firma/allarity-therapeutics-as/h%C3%B8rsholm/bioteknologi/0GQEZZI0225/","Biotechnology"
"565","https://www.proff.dk/firma/lh-research-development-and-innovation/%C3%B8lgod/bioteknologi/0GXWUTI0225/","Biotechnology"
"566","https://www.proff.dk/firma/mke-consulting-aps/hellerup/bioteknologi/0H3J7EI0225/","Biotechnology"
"567","https://www.proff.dk/firma/tarnow-consulting/fredensborg/bioteknologi/0H89BJI0225/","Biotechnology"
"568","https://www.proff.dk/firma/ditzel-consult/skanderborg/bioteknologi/0HJTGGI0225/","Biotechnology"
"569","https://www.proff.dk/firma/bioorganic-lead-compounds-aps/k%C3%B8benhavn-s/bioteknologi/0HRH36I0225/","Biotechnology"
"570","https://www.proff.dk/firma/biotracer/k%C3%B8benhavn-sv/bioteknologi/0HS1VLI0225/","Biotechnology"
"571","https://www.proff.dk/firma/institute-of-molecular-genetics-prag-tjekkiet/greve/bioteknologi/0IBJDNI0225/","Biotechnology"
"572","https://www.proff.dk/firma/panformatics/m%C3%A5rslet/bioteknologi/0IC1MJI0225/","Biotechnology"
"573","https://www.proff.dk/firma/damsbo-vpeter-damsbo/charlottenlund/bioteknologi/0IJ7WCI0225/","Biotechnology"
"574","https://www.proff.dk/firma/medical-military-consulting-v.m.b.a/r%C3%B8dovre/bioteknologi/0IM7C8I0225/","Biotechnology"
"575","https://www.proff.dk/firma/evidence-advisor/h%C3%B8rsholm/bioteknologi/0IQ9WII0225/","Biotechnology"
"576","https://www.proff.dk/firma/maria-fischer/munkebo/bioteknologi/0KK628I0225/","Biotechnology"
"577","https://www.proff.dk/firma/ok-consulting-votto-kalliokoski/k%C3%B8benhavn-n/bioteknologi/0KKC9TI0225/","Biotechnology"
